numero,texte_velo,image_velo,texte_voiture,image_voiture,hash,url
bc21ecd2-8827-11ed-9311-acde48001122,2,3,2,4,34929ca94993bb3e61410337e9da8684e62615dc,https://cdn.paris.fr/paris/2022/11/30/ac220116-a-paris-80-mag-bag-bd_compressed-compresse-UICu.pdf
